,Unnamed: 0,Artist,Genres,Followers,Popularity,Songs,Length
8840,8840,Tesla,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']",271958,65,"['Faygo Dreams', 'Saturn', 'When I Was a Baby', 'Starfire (Teen Titans)', 'Off The Gas (feat. Lil Skies)', 'Buttcheeks', 'Beach House', 'Drifting', 'Post Malone', 'Someone']",10
8845,8845,Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",1096409,68,"['Gonna Love Me', 'Wake Up Love (feat. IMAN)', 'Issues/Hold On', 'How You Want It? (feat. King Combs)', 'Rose In Harlem', 'Morning', 'Bare Wit Me', 'Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix', 'Lowkey (feat. Erykah Badu)', 'Do Not Disturb']",10
8846,8846,Tez Cadey,"['deep tropical house', 'new french touch', 'tropical house']",72676,60,"['Seve - Radio Edit', 'Walls (summer mix) (feat. Julia Church)', 'Ivory (feat. Patawawa)', 'Talk To Me', 'Coastal Cat', 'Can I - Tez Cadey Remix', 'Driftin', 'Rivers (feat. Brodie Barclay)', 'Walls (feat. Julia Church)', 'Runaway']",10
8861,8861,The All-American Rejects,"['modern rock', 'neo mellow', 'pop punk', 'pop rock']",2070132,72,"['Gives You Hell', 'Dirty Little Secret', 'Swing, Swing', 'Move Along', 'It Ends Tonight', 'My Paper Heart', 'Sweat', 'Send Her To Heaven', 'I Wanna', 'Me Vs. The World']",10
8869,8869,The Ark,['k-pop girl group'],360134,65,"[""Where'd All the Time Go?"", 'Heart It Races - Cover Version', 'Nellie', 'The Breeze', 'Shadow People', 'Abandoned Mansion', 'Buzzing in the Light', 'Bring My Baby Back', 'Can She Dance', 'Survive']",9
8873,8873,The Avalanches,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'new rave', 'psychedelic hip hop']",377612,66,"['The Divine Chord', 'Because I’m Me', 'We Will Always Love You', 'Since I Left You', 'Running Red Lights', 'Interstellar Love', 'We Go On', 'Frontier Psychiatrist', 'Wherever You Go', 'Take Care In Your Dreaming']",10
8876,8876,The B-52's,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",668007,64,"['Love Shack', 'Rock Lobster', 'Roam', 'Love Shack - Edit; 2019 Remaster', 'Private Idaho', 'Roam - Edit', 'Dance This Mess Around', 'Rock Lobster', 'Planet Claire', 'Legal Tender']",10
8878,8878,The Backseat Lovers,"['modern rock', 'slc indie']",91950,64,"['Kilby Girl', 'Maple Syrup', 'Pool House', 'Watch Your Mouth', 'Just a Boy', 'Sinking Ship', 'Olivia', 'Davy Crochet', 'Out of Tune', 'Heavy']",10
8879,8879,The Band,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",4665442,80,"['Sex on Fire', 'Use Somebody', 'Stormy Weather', 'The Bandit', 'Waste A Moment', 'Closer', 'Pyro', 'WALLS', 'When You See Yourself, Are You Far Away', 'Wait for Me']",10
8880,8880,The Band CAMINO,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",231165,68,"['Crying Over You', 'Roses', '1 Last Cigarette', 'See Through', '2 / 14', 'Daphne Blue', 'Less Than I Do', 'My Thoughts On You', 'Hush Hush', 'Favorite Place (feat. The Band CAMINO)']",10
8882,8882,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1290260,62,"['If I Die Young', 'Better Dig Two', 'DONE.', 'You Lie', 'Live Forever', 'All Your Life', 'Chainsaw', 'Stay In The Dark', 'Postcard From Paris', 'Don’t Let Me Be Lonely']",10
8883,8883,The Bangles,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",857972,66,"['Eternal Flame', 'Walk Like an Egyptian', 'Manic Monday', 'Hazy Shade of Winter', 'In Your Room', 'If She Knew What She Wants', 'Going Down to Liverpool', 'Anna Lee (Sweetheart of the Sun)', 'Following', 'Something That You Said - Jeremy Wheatley Mix']",10
8886,8886,The Beat,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",19164865,88,"['Here Comes The Sun - Remastered 2009', 'Come Together - Remastered 2009', 'Let It Be - Remastered 2009', 'Yesterday - Remastered 2009', 'Hey Jude - Remastered 2015', 'Twist And Shout - Remastered 2009', 'Blackbird - Remastered 2009', 'In My Life - Remastered 2009', 'I Want To Hold Your Hand - Remastered 2015', 'Help! - Remastered 2009']",10
8887,8887,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",19164865,88,"['Here Comes The Sun - Remastered 2009', 'Come Together - Remastered 2009', 'Let It Be - Remastered 2009', 'Yesterday - Remastered 2009', 'Hey Jude - Remastered 2015', 'Twist And Shout - Remastered 2009', 'Blackbird - Remastered 2009', 'In My Life - Remastered 2009', 'I Want To Hold Your Hand - Remastered 2015', 'Help! - Remastered 2009']",10
8896,8896,The Biz,['electro house'],462703,69,"['LOVELIFE (with Jeremih)', 'Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz', 'Cinema - Skrillex Remix', 'Wish You Well - Benny Benassi Remix', 'Beautiful People', 'Cinema (feat. Gary Go) - Galantis Remix', 'ACIIID - Kryder x Benny Benassi Remix', 'Cinema', 'DayDream', 'Sugar (feat. Domino)']",10
8901,8901,The Blizzard,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",587658,60,"['Love is All', 'Rivers', 'The Gardener', 'The Dreamer', 'King of Spain', 'I’m A Stranger Now', 'I Love You. It’s A Fever Dream.', 'An Ocean', 'Somewhere in the Mountains, Somewhere in New York', 'Where Do My Bluebird Fly']",10
8907,8907,The Boy Next Door,['basshall'],141918,67,"['Whenever (feat. Conor Maynard)', 'Ooh Girl (feat. A Boogie Wit da Hoodie)', 'Sex', 'Hij Is Van Mij (feat. Bizzey)', 'Tranen', 'Mij Niet Eens Gezien', 'Loop Niet Weg', 'Donderdag', 'Moment', 'Ik Sta Jou Beter']",10
8908,8908,The Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",979935,68,"['The Boys Of Summer', 'Dirty Laundry', 'The End Of The Innocence', 'All She Wants To Do Is Dance', 'The Heart Of The Matter', 'New York Minute', 'Leather and Lace - 2016 Remaster', 'Taking You Home', 'Sunset Grill', 'The Last Worthless Evening']",10
8909,8909,The Boys Choir Of Harlem,"['""children\'s choir""']",2535366,76,"['I Say a Little Prayer', 'Respect', '(You Make Me Feel Like) A Natural Woman', 'Think', 'I Knew You Were Waiting (For Me)', 'You Send Me', 'Chain of Fools', 'Son of a Preacher Man', 'Day Dreaming', ""Sisters Are Doin' It for Themselves - Remastered Version""]",9
8911,8911,The Brady Bunch,['bubblegum pop'],551097,61,"['Amish Paradise (Parody of ""Gangsta\'s Paradise"" by Coolio)', 'White & Nerdy (Parody of ""Ridin\'"" by Chamillionaire feat. Krayzie Bone)', 'Captain Underpants Theme Song', 'The Saga Begins (Lyrical Adaption of ""American Pie"")', 'Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)', 'Word Crimes', 'Who’s Gonna Stop Me (feat. ""Weird Al"" Yankovic)', 'The Hamilton Polka', 'Fat', 'Foil']",10
8919,8919,The Buggles,"['dance rock', 'early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",73532,62,"['Video Killed The Radio Star', 'Video Killed The Radio Star - Single Version', 'The Plastic Age', 'Elstree', 'Kid Dynamo', 'Clean, Clean', 'I Love You (Miss Robot)', 'Johnny On The Monorail', 'Astroboy (And The Proles On Parade)', ""Video Killed The Radio Star - '80s Weight Loss Workout Mix""]",9
8920,8920,The Business,"['deep new americana', 'indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",5513733,87,"['The Business', 'Jackie Chan', 'The Business, Pt. II', 'Ritual', 'God Is A Dancer (with Mabel)', 'BOOM', 'Red Lights', 'Lose You', 'Head & Heart (feat. MNEK) - Tiësto Remix', 'Wasted']",10
8923,8923,The Cab,"['modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop', 'vegas indie', 'viral pop']",492754,63,"['Angel With A Shotgun', 'Stand Up', 'These Are The Lies', 'Numbers', 'Endlessly', 'Temporary Bliss', 'Bad', 'Moon', 'Lock Me Up', 'One Of THOSE Nights']",10
8933,8933,The Carters,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1078904,61,"['APESHIT', 'BOSS', 'SUMMER', 'NICE', 'FRIENDS', 'LOVEHAPPY', 'HEARD ABOUT US', 'BLACK EFFECT', '713']",9
8935,8935,The Cascades,"['adult standards', 'brill building pop', 'doo-wop']",1099007,69,"['Can I Believe You', 'White Winter Hymnal', 'If You Need To, Keep Time on Me', 'Mykonos', 'Sunblind', 'Wading In Waist-High Water', 'Featherweight', 'Ragged Wood', 'Blue Ridge Mountains', 'Sunblind - Acoustic Version']",10
8948,8948,The Choir Of Westminster Abbey,"['british choir', 'choral']",239693,70,"['For The Love Of A Princess', 'A Gift Of A Thistle', 'Rose', 'The Ludlows', 'Becoming one of ""The People"" Becoming one with Neytiri', 'Rooftop Kiss', 'Hymn to the Sea', 'My Heart Will Go On - Love Theme from ""Titanic""', 'The Portrait', 'Main Title']",10
8954,8954,The City of Prague Philharmonic Orchestra,"['classic soundtrack', 'orchestra', 'scorecore', 'theme']",104760,61,"['The Fellowship (From ""The Lord of the Rings: The Fellowship of the Ring "")', 'A Married Life (From ""Up"")', 'Misty Mountains (From ""The Hobbit: An Unexpected Journey"")', 'Edward at Her Bed / Bella\'s Lullaby (From ""Twilight"")', 'Speak Softly Love (From ""The Godfather"")', 'Star Wars Main Title & A Galaxy Divided', 'Driving With The Top Down (From ""Iron Man"")', 'The Godfather Waltz (From ""The Godfather"")', 'Sarabande (From ""Barry Lyndon"")', 'Chevaliers de Sangreal (From ""The Da Vinci Code"")']",10
8955,8955,The Civil Wars,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
8956,8956,The Clash,"['classic rock', 'dance rock', 'permanent wave', 'punk', 'rock']",2086641,74,"['Should I Stay or Should I Go - Remastered', 'London Calling - Remastered', 'Rock the Casbah - Remastered', 'Train in Vain (Stand by Me) - Remastered', 'I Fought the Law', 'The Guns of Brixton - Remastered', 'Lost in the Supermarket - Remastered', 'Straight to Hell - Remastered', 'The Magnificent Seven - Remastered', ""Charlie Don't Surf - Remastered""]",9
8959,8959,The Co-D's,"['art pop', 'art rock', 'dance rock', 'dream pop', 'experimental', 'fourth world', 'freak folk', 'new wave', 'post-punk', 'uk post-punk']",341868,72,"['Under The Sun (with J. Cole & Lute feat. DaBaby)', 'Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)', 'Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)', 'Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba)', 'Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy)', 'Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude', '1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)', 'Sunset (with J. Cole feat. Young Nudy)', 'Still Dreamin (with JID & Lute feat. 6LACK)', 'Self Love (with Ari Lennox & Bas feat. Baby Rose)']",10
8971,8971,The Cry,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",5790133,77,"['Riders on the Storm', 'Light My Fire', 'Break on Through (To the Other Side)', 'Roadhouse Blues', 'People Are Strange', 'L.A. Woman', 'Love Her Madly', 'Touch Me', 'Peace Frog', 'Love Me Two Times']",10
8975,8975,The Cure,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",16973776,89,"['Shallow', 'Rain On Me (with Ariana Grande)', 'Bad Romance', 'Always Remember Us This Way', 'Stupid Love', 'Poker Face', 'Million Reasons', 'Just Dance', '911', 'Sour Candy (with BLACKPINK)']",10
8978,8978,The Dandy Warhols,"['alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'rock']",238252,60,"['Bohemian Like You', 'We Used To Be Friends', 'Get Off', 'Godless', 'Not If You Were The Last Junkie On Earth', 'The Last High', 'Styggo', 'Every Day Should Be A Holiday', 'Sleep', 'Mohammed']",10
8980,8980,The Darkness,"['glam metal', 'hard rock', 'rock']",674379,77,"['Devil Eyes', 'Habits (Stay High) - Hippie Sabotage Remix', 'Trust Nobody', 'Options', 'Your Soul', 'Drifter', 'Running Miles', 'Wrong Time', 'Different', 'High Enough']",10
8983,8983,The Dead South,['saskatchewan indie'],419312,63,"[""In Hell I'll Be in Good Company"", 'Banjo Odyssey', 'Black Lung', 'Broken Cowboy', 'Wishing Well', 'Diamond Ring', 'That Bastard Son', 'The Recap', 'Honey You', 'This Little Light of Mine (OurVinyl Sessions)']",9
8984,8984,The Deadly Ones,['instrumental surf'],696211,75,"['CtrlAltDelete', 'HDMI', 'Sodium', 'Oxygen', 'LooseScrew', 'Dirt', 'AirplaneMode', 'WhereTheTreesMeetTheFreeway', 'Timberlake', 'Molotov']",10
8987,8987,The Deli,"['chillhop', 'lo-fi beats', 'lo-fi house']",82180,62,"['5:32pm', 'Flowers', 'Blueshift', 'Ms.Prettybooty', 'Fractals', '1:47am', 'Izzo - Instrumental', '12:05am', 'Misty - Recorded at Spotify Studios NYC', 'Garbage']",10
8995,8995,The Doors,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",5790133,77,"['Riders on the Storm', 'Light My Fire', 'Break on Through (To the Other Side)', 'Roadhouse Blues', 'People Are Strange', 'L.A. Woman', 'Love Her Madly', 'Touch Me', 'Peace Frog', 'Love Me Two Times']",10
8996,8996,The Dovers,['classic garage rock'],183177,68,"['Nemo Egg (Main Title)', 'American Beauty', 'Any Other Name', 'Road To Perdition', 'Come Back to Us', '1917', 'Define Dancing', 'The Only Way is Down', 'The Night Window', 'Shawshank Prison - Stoic Theme']",10
8999,8999,The Drifters,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",343957,64,"['Under the Boardwalk', 'Save the Last Dance for Me', 'Up on the Roof', 'Saturday Night at the Movies', 'This Magic Moment', 'There Goes My Baby', 'Some Kind of Wonderful', 'Come on Over to My Place - Single Version', 'There Goes My Baby - Rerecorded', 'On Broadway']",10
9010,9010,The English Concert Choir,['early music choir'],1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
9032,9032,The Front Bottoms,"['alternative emo', 'emo', 'modern rock', 'new jersey indie', 'pop punk']",434902,66,"['Twin Size Mattress', 'Be Nice To Me', 'Lone Star', 'Lonely Eyes', 'The Plan (Fuck Jobs)', 'Father', 'Peach', 'Flashlight', 'camouflage', 'everyone blooms']",10
9033,9033,The Game,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3305865,76,"['Hate It Or Love It', 'How We Do', 'Ali Bomaye', 'Party We Will Throw Now!', 'The Game & Skrillex: El Chapo', 'Red Nation', 'Westside Story', 'My Life', 'Martians Vs Goblins', '100 (feat. Drake)']",10
9036,9036,The Georgia Mass Choir,"['gospel', 'praise']",6490200,81,"['I Wanna Dance with Somebody (Who Loves Me)', 'Higher Love', 'I Will Always Love You', 'I Have Nothing', 'How Will I Know', 'My Love Is Your Love', 'Greatest Love of All', 'When You Believe (with Mariah Carey) - from The Prince of Egypt', 'Where Do Broken Hearts Go', 'Saving All My Love for You']",10
9038,9038,The Glitch Mob,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']",990505,81,"['Legends Never Die', 'RISE', 'Warriors', 'Phoenix', 'Take Over', 'Legends Never Die - (Remix)', 'Awaken', 'Run It', 'Piercing Light', 'Worlds Collide']",10
9041,9041,The Goo Goo Dolls,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",1885350,73,"['Iris', 'Slide', 'Name', 'Sympathy', 'Black Balloon', 'Here Is Gone', 'Better Days', 'Come to Me', 'Over You', 'So Alive']",10
9044,9044,The Greatest Showman Ensemble,['movie tunes'],137956,72,"['This Is Me', 'The Greatest Show', 'Come Alive', 'When He Sees Me', 'Opening Up', 'The Negative', 'This Is Me - Alan Walker Relift (From ""The Greatest Showman"")', 'A Soft Place to Land', 'This Is Me - Dave Audé Remix (From The Greatest Showman)', ""I Didn't Plan It""]",9
9048,9048,The Grouch,"['abstract hip hop', 'alternative hip hop', 'underground rap']",11977172,83,"['Basket Case', 'American Idiot', 'Wake Me up When September Ends', '21 Guns', 'Good Riddance (Time of Your Life)', 'Boulevard of Broken Dreams', 'When I Come Around', 'Holiday / Boulevard of Broken Dreams', 'Brain Stew', 'Holiday']",10
9055,9055,The Hi-Lo's,['acoustic pop'],412883,63,"['Highwayman', 'American Remains', 'Silver Stallion', 'Against the Wind', 'The Road Goes On Forever', '(Ghost) Riders in the Sky - Live at Nassau Coliseum, Uniondale, NY - March 1990', 'Live Forever', 'Born and Raised in Black and White', 'Desperados Waiting for a Train', 'Big River']",10
9057,9057,The Highway Q.C.'s,"['praise', 'vocal harmony group']",5790133,77,"['Riders on the Storm', 'Light My Fire', 'Break on Through (To the Other Side)', 'Roadhouse Blues', 'People Are Strange', 'L.A. Woman', 'Love Her Madly', 'Touch Me', 'Peace Frog', 'Love Me Two Times']",10
9058,9058,The Highwaymen,"['country rock', 'outlaw country']",412883,63,"['Highwayman', 'American Remains', 'Silver Stallion', 'Against the Wind', 'The Road Goes On Forever', '(Ghost) Riders in the Sky - Live at Nassau Coliseum, Uniondale, NY - March 1990', 'Live Forever', 'Born and Raised in Black and White', 'Desperados Waiting for a Train', 'Big River']",10
9065,9065,The Human League,"['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",758797,65,"[""Don't You Want Me"", 'Human - Remastered', 'Together In Electric Dreams', 'Love Action (I Believe In Love)', 'The Lebanon', 'Mirror Man', '(Keep Feeling) Fascination - Remastered', 'Human', 'Being Boiled - Fast Version / 2003 Digital Remaster', 'The Things That Dreams Are Made Of - 2002 Mix']",9
9069,9069,The Irish Rovers,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song']",110275,60,"['Drunken Sailor', 'The Jolly Roving Tar', 'Star of the County Down', 'Haul Away Joe', 'The Dublin Pub Crawl', 'Wasn’t That a Party', 'Johnny I Hardly Knew Ye (Live)', 'The Unicorn', 'Whiskey in the Jar', 'Belle of Belfast City']",10
9072,9072,The J. Geils Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",523762,62,"['Centerfold', 'Freeze-Frame', 'Must of Got Lost', 'Love Stinks', 'Give It to Me', 'Musta Got Lost - Live', 'Whammer Jammer', 'Come Back', 'Where Did Our Love Go - Live', 'Angel In Blue']",10
9075,9075,The Jacksons,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",1078659,65,"['Blame It on the Boogie', 'Can You Feel It - 7"" Version', 'This Place Hotel (a.k.a. Heartbreak Hotel)', 'Shake Your Body (Down to the Ground) - 7"" Version', 'Torture', 'Can You Feel It', 'Enjoy Yourself', 'Shake Your Body (Down to the Ground)', 'Can You Feel It - Jacksons X MLK Remix', 'Show You the Way to Go']",10
9076,9076,The Jam,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",5293952,83,"['1-800-273-8255', 'Homicide (feat. Eminem)', 'Everyday', 'Ballin', 'Perfect', 'Keanu Reeves', '44 More', 'Everybody', 'Flexicution', 'Hit My Line']",10
9079,9079,The Jesters,"['soda pop', 'souldies']",872786,68,"['Only for the Weak', 'I Am Above', 'Cloud Connected', 'Alias', 'Trigger', 'The End', 'Stay With Me', 'Deliver Us', 'My Sweet Shadow', 'I, The Mask']",10
9082,9082,The Jokers,['ontario indie'],507266,64,"['My Axe', 'Hokus Pokus', 'The Neden Game', 'Boogie Woogie Wu', 'Juggalo Homies', 'To Catch a Predator', 'What Is A Juggalo?', 'Chop Chop Slide', 'Great Milenko', 'In My Room']",10
9088,9088,The Kid LAROI,['australian hip hop'],1601849,90,"['WITHOUT YOU', 'Unstable (feat. The Kid LAROI)', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You', 'GO (feat. Juice WRLD)', 'F*CK YOU, GOODBYE (feat. Machine Gun Kelly)', 'SO DONE', 'TRAGIC (feat. Youngboy Never Broke Again & Internet Money)', 'ALWAYS DO', 'Diva (feat. Lil Tecca)']",10
9090,9090,The Kills,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'new rave', 'punk blues', 'rock']",1387584,68,"['My Curse', 'Holy Diver', 'The End of Heartache', 'This Fire', 'In Due Time', 'The Arms of Sorrow', 'Hate by Design', 'The Signal Fire', 'My Last Serenade', 'Rose of Sharyn']",10
9091,9091,The Kings,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",4665442,80,"['Sex on Fire', 'Use Somebody', 'Stormy Weather', 'The Bandit', 'Waste A Moment', 'Closer', 'Pyro', 'WALLS', 'When You See Yourself, Are You Far Away', 'Wait for Me']",10
9093,9093,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",1829895,71,"['You Really Got Me - Mono Mix', 'Lola', 'All Day and All of the Night', 'Sunny Afternoon - Mono Mix', 'Waterloo Sunset - Mono Mix', 'Strangers', 'Supersonic Rocket Ship', 'A Well Respected Man', 'This Time Tomorrow', 'Picture Book - 2018 Stereo Remaster']",10
9095,9095,The Knife,"['alternative dance', 'art pop', 'dance-punk', 'electroclash', 'electronica', 'electropop', 'gothenburg indie', 'neo-synthpop', 'new rave', 'swedish electropop', 'swedish synthpop']",741957,71,"['Love You For A Long Time', 'Light On', 'Alaska', 'Fallingwater', 'Burning', 'Tim McGraw - Recorded At Spotify Studios NYC', 'Say It', 'Dog Years', 'Give A Little', 'New Song']",10
9096,9096,The Knocks,"['alternative dance', 'edm', 'electro house', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'pop dance', 'tropical house', 'vapor soul']",157918,72,"['Fireworks (feat. Moss Kena & The Knocks)', 'R U HIGH (feat. Mallrat)', 'Bodies', 'Brazilian Soul (feat. Sofi Tukker) - Acoustic Bossa Version', 'Best Friend', 'Self Care (with COIN) - The Knocks Remix', 'All About You (feat. Foster The People)', 'Ride or Die (feat. Foster the People)', 'Classic (feat. POWERS)', 'Bittersweet Symphony']",10
9097,9097,The Kooks,"['brighton indie', 'modern rock', 'rock']",2069853,72,"['Naive', 'She Moves In Her Own Way', 'Junk Of The Heart (Happy)', 'Bad Habit', 'Seaside', 'Naive', 'Ooh La', 'Taking Pictures Of You', 'Sweet Emotion', 'Always Where I Need To Be']",10
9099,9099,The La's,['australian hip hop'],38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
9100,9100,The Lacs,"['country rap', 'redneck']",401403,64,"['Just Another Thing (feat. Crucifix)', 'Way of Life', 'Let Your Country Hang Out', 'Outback (Extended Remix)', 'Kickin Up Mud', 'Dirt Road Dollars (feat. Nate Kenyon)', 'Field Party (Remix) [feat. Colt Ford & JJ Lawhorn]', 'Country Road', 'Willie Nelson (feat. Nate Kenyon)', 'DOA']",10
9102,9102,The Last Poets,"['dub poetry', 'slam poetry']",712294,67,"['Glory (From the Motion Picture Selma)', 'GO!', 'The Light', 'Resurrection', 'Be (Intro)', 'What Do You Say (Move It Baby) [Feat. PJ]', 'The Food', 'I Used to Love H.E.R.', 'Come Close', 'The Light']",10
9104,9104,The Last Shadow Puppets,"['baroque pop', 'indie rock', 'modern rock', 'rock', 'sheffield indie']",754785,64,"['Sweet Dreams, TN', 'Miracle Aligner', 'My Mistakes Were Made For You', 'Standing Next To Me', 'Wondrous Place', 'The Age Of The Understatement', 'Aviation', 'In The Heat Of The Morning', 'Calm Like You', 'The Dream Synopsis']",10
9109,9109,The Lights,['alternative r&b'],13679181,92,"['Stronger', 'Ni**as In Paris', 'Heartless', 'FourFiveSeconds', 'Bound 2', 'POWER', 'Gold Digger', 'Father Stretch My Hands Pt. 1', 'Ghost Town', 'Flashing Lights']",10
9115,9115,The Lumineers,"['folk-pop', 'modern rock', 'stomp and holler']",4228330,80,"['Ophelia', 'Ho Hey', 'Sleep On The Floor', 'Stubborn Love', 'Cleopatra', 'Flowers in Your Hair', 'Gloria', 'Nobody Knows', 'Angela', 'Walls']",10
9121,9121,The Mamas & The Papas,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",1088435,70,"[""California Dreamin' - Single Version"", 'Dream A Little Dream Of Me - With Introduction', 'Dedicated To The One I Love', 'Monday, Monday - Single Version', 'Snowqueen Of Texas', 'Twelve Thirty - Single Version', 'Blueberries For Breakfast', 'Creeque Alley - Single Version', 'Straight Shooter', 'Go Where You Wanna Go']",9
9122,9122,The Mancini Pops Orchestra,['pops orchestra'],119804,61,"['Moon River(Vocal Audrey Hepburn)', 'Moon River(Original Main Title)', 'Pink Panther Theme', 'Lujon', 'Moon River', 'Baby Elephant Walk', 'The Pink Panther Theme - From the Mirisch-G & E Production ""The Pink Panther""', 'Peter Gunn', 'Champagne And Quail', 'Volare']",10
